,AAL,AAPL,CVS,DAL,GOOGL,JNJ,LUV,MSFT,WFC
20150102,0.005220935344696143,-0.00951261937618253,-0.012563508749008245,-0.0002034918777644723,-0.002091477513313289,-0.00047810479998589006,0.008742794394493103,0.006673790812492308,-0.0021891711652278767
20150103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150105,-0.0006492980569601237,-0.028171675205230673,-0.009884357452392578,-0.01667328596115114,-0.019054077863693175,-0.0069844132661819325,-0.024595994949340727,-0.009302771687507594,-0.02742230415344238
20150106,-0.015498964786529568,9.41377505661034e-05,0.0007433311641216189,-0.023573188781738308,-0.0246796083450318,-0.004913788735866564,-0.028337960243225102,-0.014571032524108851,-0.020864675045013437
20150107,-0.0005655879154801147,0.014022189378738448,0.018040932416915956,-0.0052943664789200096,-0.0029409256577491716,0.02207589864730819,0.00840326964855187,0.012705408334731993,0.005951191782951337
20150108,0.0122620117664336,0.03842226743698118,0.021265597343444798,0.02597405195236213,0.003484133780002452,0.007862844467163121,0.02647063016891482,0.0294181418418884,0.022137477397918603
20150109,-0.030562789440155114,0.0010725064575671794,-0.0005103914439679169,-0.02718401193618769,-0.012211127281188894,-0.01362900018692037,-0.02602701663970952,-0.008404999375343447,-0.016430263519287114
20150110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150112,-0.04690507888793949,-0.02464067459106456,-0.007352953553199648,-0.0174916219711303,-0.007309299111366352,-0.003430537283420465,-0.01323837637901304,-0.01250257015228251,-0.0119588029384613
20150113,0.016538766622543388,0.00887879967689531,0.0004116105660796343,0.011941013336181694,0.009536051154136693,0.001721100211143467,0.005714179277420017,-0.005257732868194642,-0.003842400312423666
20150114,-0.019642665386199964,-0.003810543715953907,0.0009255073219536225,-0.02789107561111448,0.008230136036872837,-0.0072546976804732655,-0.025691535472869953,-0.008628927469253589,-0.011571958065032972
20150115,0.0,-0.027140283584594638,-0.0016439294815061567,-0.00573812663555151,-0.0037948375940323187,-0.014519104957580575,-0.013691899776458571,-0.010336331129074061,-0.010341439247131379
20150116,0.008095403313636673,-0.007770025730133079,0.016157325506210185,0.017535921335220417,0.012787580490112305,0.015123305320739577,0.014910075664520184,0.01671085834503172,0.018138765096664455
20150117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150120,0.059024343490600595,0.02575710296630862,-0.00020265728235258074,0.0726440238952637,-0.0010091715306044247,-0.026432142257690416,0.033181300163269034,0.0032438123226166127,0.006971352100372252
20150121,0.017440723180770945,0.007634305953979625,0.011487292051315379,0.00020326433703288238,0.02049251317977907,0.006022318005561855,0.02549665927886946,-0.010131520032882757,0.0019231942296029647
20150122,0.03577414274215718,0.02601543188095068,0.007839183807373029,0.030906963348388716,0.03249516725540169,0.018253195285797164,0.08415022850036613,0.026350321769714302,0.03205370426177967
20150123,0.001798994541168275,0.0051601582765579135,0.0033905461430547845,-0.0027613294124604337,0.008654200434684789,-0.015034744739532369,0.009481645226478541,0.0010606362670662062,-0.009485023617744393
20150124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150126,-0.00430966943502431,0.0010622266680002657,0.0038759627938271812,-0.008109250068664364,-0.009650301337242206,0.0005871349200605724,0.01354292511940014,-0.003603183329105364,0.006008399724960256
20150127,-0.049684214591980025,-0.035013384819030824,-0.0018809504806996946,-0.01934200048446666,-0.028935067653656055,-0.001662485748529341,-0.011206661462783818,-0.09253332138061532,-0.011384855508804304
20150128,-0.03937777519226071,0.05653287887573244,-0.012100784778594997,-0.014639813899993914,-0.016807711124420144,-0.0059750515222548595,-0.001743718832731389,-0.034458534717559886,-0.015291627645492634
20150129,0.03200336933135994,0.03113350152969363,0.005120503306389024,0.036112253665923966,0.0015612843632699658,0.008868832588195597,0.025982584953308185,0.01990755081176765,0.011502890586853054
20150130,-0.060490107536315896,-0.014634064435958938,-0.019478617906570572,-0.05775759220123278,0.047386298179626474,-0.021879398822784446,-0.03851910114288326,-0.03832422733306873,-0.015921084880828884
20150131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150202,-0.007334975600242655,0.012546954154968093,0.009678044915199191,-0.0169098091125488,-0.009952743053436297,0.006890454292297399,-0.014386763572692973,0.021782302856445224,0.017141745090484717
20150203,-0.02504107475280759,0.00016849879175429017,0.010291714668273944,-0.01075037717819205,0.0020670758187770755,0.016165795326232857,-0.028744640350341744,0.007752115726471054,0.012118905782699585
20150204,0.041263298988342356,0.007669582962989807,0.003295657336711777,0.020647952556610116,-0.013500751256942611,-0.01073588132858283,0.032138714790344025,0.005768995285034162,-0.0013096010684967574
20150205,-0.01112028047442426,0.007109505832195273,0.002986217439174599,-0.017461823225021433,0.007089868187904358,0.010852391719818222,-0.003808202743530109,0.014579365253448495,0.012068629264831543
20150206,-0.013624120950698981,-0.008420957922935512,-0.0014886254072189464,-0.013654202222824097,0.007634375691413897,-0.013273403644561865,-0.007420774102211092,-0.0009421269595621951,0.01453323602676404
20150207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150209,-0.033544611930847124,0.006642634868621933,-0.010436443090438785,-0.023291532993316766,-0.008606829047203113,-0.01305652618408204,-0.01993667602539062,-0.0011790391057731053,-0.004407534301281046
20150210,0.032667188644409206,0.019211517572403025,0.02129372119903561,0.019572788476944103,0.020556004047393772,0.005712717771530151,0.012020442485809246,0.005665851831436086,0.0066408514976501465
20150211,-0.00957350015640257,0.02343878269195554,0.00894960701465597,-0.007502461075782785,-0.0039986529946328675,0.0002989414520562228,-0.006395586729049718,-0.005164347290992688,-0.012278052568435616
20150212,0.006093897223472533,0.012652097940444751,0.00399652659893035,-0.003779417276382535,0.014888494014740239,-0.01932665705680847,0.0,0.016752982139587314,0.017810887098312467
20150213,0.010651513338089114,0.004902757406234803,-0.0035921114683150623,-0.006918044686317404,0.009431882500648525,0.011986922025680524,-0.00459763109683986,0.018101620674133345,0.008567284345626813
20150214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150217,-0.007852963209152186,0.005901793837547409,0.008964221477508305,0.00584257304668423,-0.011158108711242676,0.008231429457664419,-0.016397382020950424,0.0004560458660125555,0.0007228137552737213
20150218,0.027077758312225253,0.00692315399646759,0.005311472415924001,0.013405046164989276,-0.004330392777919689,-0.004779005348682475,0.022540662288665914,-0.0011473852396011175,-0.015351109504699645
20150219,0.009531560540199324,-0.0020588074624539043,-0.014217202663421524,0.014358158111572372,0.00700276315212256,0.007402862906455976,0.004821847081184272,-0.0006891518831253496,0.0007335525006053611
20150220,0.024909713268280065,0.00813544750213624,0.000779518634080878,0.03310113906860357,-0.008509292006492752,0.0025819778442381924,0.02330905914306647,0.008160821199417079,0.004948758780956464
20150221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150223,0.005683913230895898,0.027066721916198633,0.005452826023101709,-0.005269814133644246,-0.012550845146179102,-0.0007979436218737979,-0.002009744048118711,0.006726672053336991,0.004924389123916573
20150224,0.004092900454998105,-0.006240615248680026,0.0009684883058072025,0.01780030250549336,0.006822247505187784,0.005190623402595573,0.014768486022949334,-0.00135894834995276,0.004899981617927374
20150225,-0.03474300000000008,-0.025573163032531654,0.0007740114629268824,-0.024776232242584184,0.01611468911170988,0.005064645409583957,-0.02712261915206926,-0.0022678805887698106,-0.0007222916930912371
20150226,-0.0076410549879074585,0.012617440223693821,0.007057115435600281,-0.01964129447937013,0.021851458549499547,0.015709948539733842,-0.0009064662456511607,0.0014773170650004275,-0.003253351449966413
20150227,-0.029382209777832013,-0.01499050498008725,-0.0028798639774322288,-0.03048767328262325,0.005971577167510844,-0.002821094393730128,-0.019056177139282093,-0.004652970433235315,-0.00652766346931466
20150228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150302,0.008559576272964442,0.00490416944026939,0.003080844581127229,0.019541667699813692,0.022021825313568222,0.0069262188673020475,0.02266409873962405,0.0006841225922107341,0.013871324062347368
20150303,0.009521977305412266,0.002091715335845956,-0.0071025341749192394,0.008592187762260561,0.006564819216728246,-0.008525599837303166,-0.004522715806961175,-0.013673793077468854,-0.00180028975009916
20150304,0.0036906430125236422,-0.006339073181152455,-0.0035764861106872825,-0.013761575222015487,-0.0008031234145164934,-0.006742181181907725,0.0011371197551490742,-0.005198847055435163,-0.011361401081085187
20150305,-0.011337951421737769,-0.01657057762145997,0.002716324627399347,-0.01683266043663012,0.005368872284889248,0.008558881878852898,0.002045253515243539,0.001277620345353947,0.0003646298870443321
20150306,-0.008265504837036142,0.0015030647814273657,-0.014125450849533094,-0.013741847276687702,-0.014679466485977177,-0.023507640361785875,-0.01814065575599666,-0.017397354841232282,-0.004558716714382127
20150307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150309,-0.0015625993907451008,0.004265289008617668,0.005888110399246305,0.018044965267181468,0.0020949476957321522,0.005493986606597945,0.002309257239103246,0.011567646265029818,0.0014655035734176813
20150310,-0.024728665351867685,-0.020685837268829443,-0.009463426470756375,-0.025802309513092037,-0.02482145547866821,-0.011226031780242951,-0.010598882436752222,-0.019136691093444735,-0.025242452621459965
20150311,0.014015165567398125,-0.01823137879371639,0.00029546715319161976,0.013818657398223966,-0.007430839538574263,-0.012157052755355724,0.020959334373474192,-0.001189699098467889,0.0076938205957413075
20150312,0.027220790386200067,0.018079054355621293,0.013785045146942121,0.02975914239883415,0.009861579537391751,0.01535795807838447,0.02577566146850585,-0.02286783218383792,0.03519552230834955
20150313,0.011093028783798253,-0.006910411119460891,0.002913708388805336,0.003750235140323799,-0.014558731317520168,-0.006210508942604109,-0.010229190587997428,0.008776220679283186,-0.004497212171554632
20150314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150316,0.02031694412231455,0.011004132032394365,0.010943223237991129,0.014505574703216562,0.015623675584793162,0.018647220134734965,0.022242319583892778,0.004349749982357043,0.0070473331212996815
20150317,0.06909600257873527,0.016726722717285147,-0.013123742341995204,0.010615038871765181,-0.007175033688545218,-0.011577262878417982,0.015604543685912908,0.0032485508918762562,0.00323000073432933
20150318,0.008195239901542806,0.011256419420242247,0.004562232196331006,-0.018006354570388794,0.015332944393158021,0.015717362165450943,-0.010170983076095541,0.019306691884994454,0.004650232195854143
20150319,0.01958243966102624,-0.007589426636695706,-0.0014495773613452112,0.031652412414550746,-0.004398033320903716,0.0022669361531735266,0.013336260318756121,-0.00505873739719398,-0.011750110387802049
20150320,0.010327813625335525,-0.012510303258895905,0.005032048821449253,0.0033856046199798318,0.0022708845138550426,0.00698191940784465,0.00021563118323686403,0.014071211814880469,0.009007387161255043
20150321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150323,-0.024479742050170894,0.010405124425888035,0.006739738583564803,-0.0177139687538147,0.0007437225431203842,0.005664080381393433,-0.01984465360641474,-0.0005832358449696651,-0.004106333553791086
20150324,-0.008548792600631794,-0.00408770233392719,-0.0006693232059479248,-0.011807707548141422,0.02152558326721188,-0.009904803037643406,-0.011443755626678542,0.0010500098764896215,-0.007708725333213762
20150325,-0.03560167789459223,-0.026126744747161923,-0.016843808889388967,-0.032804574966430744,-0.01824988484382639,-0.015888684988021873,-0.02671409130096447,-0.03356613874435421,-0.014634376764297463
20150326,-0.01432407617568976,0.0069703400135039395,-0.0072032535076140825,-0.009658757448196331,-0.00592611551284794,-0.0019931927323341148,-0.012351521253585851,-0.00602990746498111,-0.0007332836836576595
20150327,0.027211630344391002,-0.007968552708625731,0.005000361204147374,0.017918090820312482,-0.010804493427276518,0.001997173428535337,0.024548702239990172,-0.005823961496353114,-0.006972566843032935
20150328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150330,0.018609868288040232,0.02531442403793327,0.01297570228576661,0.01515135049819949,0.006429845690727243,0.012059142589569083,0.007685269117355231,-0.00024394694715734744,0.012010517120361275
20150331,-0.016032823324203527,-0.015351763963699416,-0.00597132503986364,-0.013169246912002608,-0.011467932462692398,-0.00935496628284449,-0.006280815601348744,-0.007446481585502651,-0.006755712032318173
20150401,-0.0443349075317383,-0.001446598917245745,-0.009204578399658159,-0.03781165361404415,-0.009392395019531152,-0.014413714408874512,-0.019187495708465563,0.001598879396915498,-0.0084557265043258
20150402,-0.02507928848266594,0.008611729145049818,0.004400592148304128,-0.023347079753875732,-0.01488640666008012,0.004942062795162183,-0.013578742742538563,-0.010560115575790285,0.007971684336662177
20150403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150406,-0.022267434597015412,0.01619858145713815,0.007009965181350664,-0.011597763299941999,0.004876858592033351,-0.00481729954481136,-0.041297345161438015,0.03114929437637337,-0.005333700776100181
20150407,-0.012167360782623371,-0.010522272586822479,-0.002900394499302017,-0.0028734466433524286,0.0016732352972030906,0.00947973012924197,0.006084206104278511,-0.000361039601266433,-0.0011094222962855227
20150408,0.026213507652282697,-0.003253617882728488,-0.0019394180178642362,0.039625213146209814,0.007304591536521743,0.0005993761122227159,0.03652660608291636,-0.002648702561855343,-0.00037031229585415826
20150409,-0.01846551179885858,0.007643182277679461,-0.005440567135810759,-0.0034648630023003113,-0.0014941845834254286,0.011681290864944405,-0.00070008806884303,0.0014485166966915486,0.003518563807010544
20150410,-0.002299344092607458,0.0042668789625168735,0.0016606248915194133,0.0020861460268497556,0.0009489060938359106,0.007204066514968854,0.0,0.005786054134369056,0.0023990565538407616
20150411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150413,0.0012570199370383062,-0.001966954916715724,-0.0039009314775466652,-0.0037008655071257834,0.00018203506246194934,-0.014795089960098262,-0.0014015135169027637,0.0009586118161677426,0.004970341920852661
20150414,-0.007742104530334526,-0.0043358534574508,-0.0002936278656124891,0.0002320525981485133,-0.016148777008056614,-0.000298346858471521,-0.00608032107353218,-0.0026341146230697277,-0.007327237725257896
20150415,0.006959127783775276,0.0038003805279731573,-0.0037215244770050226,0.025998029708862225,0.0023343023657798057,0.0007958796620368691,-0.01482364416122428,0.014526076316833558,0.011441134214401183
20150416,0.01026189565658564,-0.004811489284038406,-0.005504818558693003,0.017873498201370408,0.0045837283134460005,-0.008051891922950749,0.009075828194618163,-0.002248283326625744,0.0
20150417,-0.0010365474224091065,-0.011254642009735139,-0.007709783315658636,-0.005112490653991664,-0.019833730459213328,-0.002104333788156554,-0.01088773250579822,-0.012926900386810325,-0.013865983486175404
20150418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150420,0.032579207420349254,0.022845802307128737,0.008865419030189559,0.02167116403579694,0.022130944728851354,0.0063266205787657626,0.018665090799331763,0.030998272895812917,0.005735384821891731
20150421,0.032154467105865336,-0.005407541990280151,0.0012836939096452227,0.010933742523193457,-0.0029474601149557245,0.0008981534838676808,0.010805529356002985,-0.006293072700500502,-0.0014717039465904636
20150422,0.0007786854356528483,0.013473986387252834,0.0016762848198412783,0.006489359140396056,0.011520711183547805,0.0012960080802439933,-0.004182958006858972,0.008209362030029421,0.007184955477714583
20150423,0.0009728221595286524,0.00816360652446746,-0.0034573826193807777,-0.002149282246827977,0.015077079534530524,0.0002987793274225048,0.009567989110946806,0.008258595466613672,0.0034754425287246704
20150424,0.024392709732055762,0.0047042539715766996,0.00693890631198868,0.01184585690498352,0.0290602946281433,0.006171637773513705,0.0053169441223144265,0.104522361755371,-0.0029165816307067383
20150425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150427,-0.015843025445938075,0.01819154977798454,-0.003544010519981322,-0.011281371116638184,-0.013143318891525202,-0.004946576356887777,-0.027592828273773073,0.003342462480068198,0.004936093091964633
20150428,-0.01310955762863164,-0.015755721330642625,0.007409602403640747,-0.0053821319341659235,-0.003091216683387854,0.001590809822082484,-0.009458358287811386,0.023422861099243297,0.00800441026687615
20150429,-0.045125951766967765,-0.014705868959426938,-0.012748951911926376,-0.025324637889862167,-0.005280621051788392,-0.003474425971508044,-0.022439782619476323,-0.001932686865329658,0.0009024192392828034
20150430,-0.010126865506172256,-0.027129957675933736,-0.01370820403099049,-0.008660879135131916,-0.02247969388961779,-0.0118537950515748,-0.009523795247077915,-0.008560909032821695,-0.006491175293922513
20150501,0.022884864807128924,0.030363526344299174,0.011783800125122035,0.02284955739974981,0.004354998469352722,0.009375157356262376,0.05029607295990002,0.0003083756193520415,0.0016333271563053753
20150502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
